2026-04-21 20:52:58,392 INFO train: TIME_BUDGET overridden to 72000s via TRAIN_TIME_BUDGET env var
2026-04-21 20:53:07,400 INFO train: Vocab size: 8,192
2026-04-21 20:53:07,401 INFO train: Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 12, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 768, 'window_pattern': 'L'}
2026-04-21 20:53:08,004 INFO train: Parameter counts:
2026-04-21 20:53:08,004 INFO train:   wte                     : 6,291,456
2026-04-21 20:53:08,006 INFO train:   value_embeds            : 37,748,736
2026-04-21 20:53:08,006 INFO train:   lm_head                 : 6,291,456
2026-04-21 20:53:08,006 INFO train:   transformer_matrices    : 84,935,808
2026-04-21 20:53:08,006 INFO train:   scalars                 : 24
2026-04-21 20:53:08,006 INFO train:   total                   : 135,267,480
2026-04-21 20:53:08,007 INFO train: Estimated FLOPs per token: 7.738560e+08
2026-04-21 20:53:08,007 INFO train: Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
2026-04-21 20:53:10,478 INFO train: Time budget: 72000s
2026-04-21 20:53:10,478 INFO train: Gradient accumulation steps: 4
2026-04-21 20:54:06,839 INFO train: step 00000 (0.0%) | loss: 9.012540 | lrm: 1.00 | mfu: 0.2% | epoch: 1 | remaining: 72000s
2026-04-21 20:55:09,356 INFO train: step 00050 (0.1%) | loss: 2.793462 | lrm: 1.00 | mfu: 8.3% | epoch: 1 | remaining: 71950s
2026-04-21 20:56:11,502 INFO train: step 00100 (0.2%) | loss: 2.189890 | lrm: 1.00 | mfu: 8.2% | epoch: 1 | remaining: 71888s
2026-04-21 20:57:13,851 INFO train: step 00150 (0.2%) | loss: 1.999373 | lrm: 1.00 | mfu: 8.2% | epoch: 1 | remaining: 71826s
2026-04-21 20:58:16,265 INFO train: step 00200 (0.3%) | loss: 1.913777 | lrm: 1.00 | mfu: 8.2% | epoch: 1 | remaining: 71764s
2026-04-21 20:59:18,660 INFO train: step 00250 (0.4%) | loss: 1.847619 | lrm: 1.00 | mfu: 8.2% | epoch: 1 | remaining: 71701s
2026-04-21 21:00:21,005 INFO train: step 00300 (0.5%) | loss: 1.820367 | lrm: 1.00 | mfu: 8.2% | epoch: 1 | remaining: 71639s
2026-04-21 21:01:23,314 INFO train: step 00350 (0.6%) | loss: 1.793037 | lrm: 1.00 | mfu: 8.2% | epoch: 1 | remaining: 71577s
2026-04-21 21:02:25,614 INFO train: step 00400 (0.7%) | loss: 1.742340 | lrm: 1.00 | mfu: 8.2% | epoch: 1 | remaining: 71514s
2026-04-21 21:03:27,898 INFO train: step 00450 (0.8%) | loss: 1.742330 | lrm: 1.00 | mfu: 8.2% | epoch: 1 | remaining: 71452s
2026-04-21 21:04:30,173 INFO train: step 00500 (0.8%) | loss: 1.717435 | lrm: 1.00 | mfu: 8.2% | epoch: 1 | remaining: 71390s
2026-04-21 21:05:32,439 INFO train: step 00550 (0.9%) | loss: 1.713240 | lrm: 1.00 | mfu: 8.2% | epoch: 1 | remaining: 71327s
