2026-04-21 17:49:30,519 INFO train: TIME_BUDGET overridden to 36000s via TRAIN_TIME_BUDGET env var
2026-04-21 17:49:40,047 INFO train: Vocab size: 8,192
2026-04-21 17:49:40,047 INFO train: Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'L'}
2026-04-21 17:49:40,635 INFO train: Parameter counts:
2026-04-21 17:49:40,639 INFO train:   wte                     : 4,194,304
2026-04-21 17:49:40,640 INFO train:   value_embeds            : 16,777,216
2026-04-21 17:49:40,640 INFO train:   lm_head                 : 4,194,304
2026-04-21 17:49:40,640 INFO train:   transformer_matrices    : 25,166,336
2026-04-21 17:49:40,640 INFO train:   scalars                 : 16
2026-04-21 17:49:40,640 INFO train:   total                   : 50,332,176
2026-04-21 17:49:40,640 INFO train: Estimated FLOPs per token: 2.768271e+08
2026-04-21 17:49:40,641 INFO train: Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
2026-04-21 17:49:42,805 INFO train: Time budget: 36000s
2026-04-21 17:49:42,805 INFO train: Gradient accumulation steps: 2
2026-04-21 17:50:31,941 INFO train: step 00000 (0.0%) | loss: 9.011451 | lrm: 1.00 | mfu: 0.1% | epoch: 1 | remaining: 36000s
2026-04-21 17:51:24,703 INFO train: step 00050 (0.1%) | loss: 2.904507 | lrm: 1.00 | mfu: 3.4% | epoch: 1 | remaining: 35957s
2026-04-21 17:52:18,268 INFO train: step 00100 (0.3%) | loss: 2.293815 | lrm: 1.00 | mfu: 3.5% | epoch: 1 | remaining: 35904s
2026-04-21 17:53:11,247 INFO train: step 00150 (0.4%) | loss: 2.126447 | lrm: 1.00 | mfu: 3.5% | epoch: 1 | remaining: 35851s
2026-04-21 17:54:04,086 INFO train: step 00200 (0.6%) | loss: 2.035954 | lrm: 1.00 | mfu: 3.5% | epoch: 1 | remaining: 35798s
2026-04-21 17:54:56,870 INFO train: step 00250 (0.7%) | loss: 1.978732 | lrm: 1.00 | mfu: 3.5% | epoch: 1 | remaining: 35745s
2026-04-21 17:55:49,611 INFO train: step 00300 (0.9%) | loss: 1.947739 | lrm: 1.00 | mfu: 3.5% | epoch: 1 | remaining: 35693s
2026-04-21 17:56:42,334 INFO train: step 00350 (1.0%) | loss: 1.912078 | lrm: 1.00 | mfu: 3.5% | epoch: 1 | remaining: 35640s
2026-04-21 17:57:34,920 INFO train: step 00400 (1.1%) | loss: 1.857513 | lrm: 1.00 | mfu: 3.5% | epoch: 1 | remaining: 35587s
2026-04-21 17:58:27,405 INFO train: step 00450 (1.3%) | loss: 1.859873 | lrm: 1.00 | mfu: 3.5% | epoch: 1 | remaining: 35535s
2026-04-21 17:59:19,919 INFO train: step 00500 (1.4%) | loss: 1.835340 | lrm: 1.00 | mfu: 3.5% | epoch: 1 | remaining: 35482s
2026-04-21 18:00:12,469 INFO train: step 00550 (1.6%) | loss: 1.833654 | lrm: 1.00 | mfu: 3.5% | epoch: 1 | remaining: 35430s
2026-04-21 18:01:05,056 INFO train: step 00600 (1.7%) | loss: 1.813167 | lrm: 1.00 | mfu: 3.5% | epoch: 1 | remaining: 35377s
2026-04-21 18:01:57,673 INFO train: step 00650 (1.9%) | loss: 1.793836 | lrm: 1.00 | mfu: 3.5% | epoch: 1 | remaining: 35325s
2026-04-21 18:02:50,197 INFO train: step 00700 (2.0%) | loss: 1.777145 | lrm: 1.00 | mfu: 3.5% | epoch: 1 | remaining: 35272s
2026-04-21 18:03:42,855 INFO train: step 00750 (2.2%) | loss: 1.784718 | lrm: 1.00 | mfu: 3.5% | epoch: 1 | remaining: 35219s
2026-04-21 18:04:35,414 INFO train: step 00800 (2.3%) | loss: 1.777208 | lrm: 1.00 | mfu: 3.5% | epoch: 1 | remaining: 35167s
2026-04-21 18:05:27,970 INFO train: step 00850 (2.5%) | loss: 1.764141 | lrm: 1.00 | mfu: 3.5% | epoch: 1 | remaining: 35114s
2026-04-21 18:06:20,627 INFO train: step 00900 (2.6%) | loss: 1.753031 | lrm: 1.00 | mfu: 3.5% | epoch: 1 | remaining: 35062s
2026-04-21 18:07:13,280 INFO train: step 00950 (2.7%) | loss: 1.740591 | lrm: 1.00 | mfu: 3.5% | epoch: 1 | remaining: 35009s
