2026-04-21 13:07:58,681 INFO: TIME_BUDGET overridden to 1800s via TRAIN_TIME_BUDGET env var
2026-04-21 13:08:09,102 INFO: Vocab size: 8,192
2026-04-21 13:08:09,102 INFO: Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'SSSL'}
2026-04-21 13:08:09,846 INFO: Parameter counts:
2026-04-21 13:08:09,847 INFO:   wte                     : 2,097,152
2026-04-21 13:08:09,847 INFO:   value_embeds            : 4,194,304
2026-04-21 13:08:09,847 INFO:   lm_head                 : 2,097,152
2026-04-21 13:08:09,847 INFO:   transformer_matrices    : 3,145,856
2026-04-21 13:08:09,847 INFO:   scalars                 : 8
2026-04-21 13:08:09,847 INFO:   total                   : 11,534,472
2026-04-21 13:08:09,847 INFO: Estimated FLOPs per token: 4.718669e+07
2026-04-21 13:08:09,847 INFO: Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
2026-04-21 13:08:12,207 INFO: Time budget: 1800s
2026-04-21 13:08:12,207 INFO: Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010271 | lrm: 1.00 | dt: 39615ms | tok/sec: 3,308 | mfu: 0.0% | epoch: 1 | remaining: 1800s    2026-04-21 13:08:51,822 INFO: step 00000 (0.0%) | loss: 9.010271 | lrm: 1.00 | mfu: 0.0% | epoch: 1 | remaining: 1800s

step 00001 (0.0%) | loss: 9.287345 | lrm: 1.00 | dt: 112ms | tok/sec: 1,166,855 | mfu: 5.6% | epoch: 1 | remaining: 1800s    
step 00002 (0.0%) | loss: 8.949520 | lrm: 1.00 | dt: 123ms | tok/sec: 1,065,949 | mfu: 5.1% | epoch: 1 | remaining: 1800s    
step 00003 (0.0%) | loss: 8.322736 | lrm: 1.00 | dt: 130ms | tok/sec: 1,007,018 | mfu: 4.8% | epoch: 1 | remaining: 1800s    
step 00004 (0.0%) | loss: 7.754649 | lrm: 1.00 | dt: 132ms | tok/sec: 989,497 | mfu: 4.7% | epoch: 1 | remaining: 1800s    
step 00005 (0.0%) | loss: 7.171520 | lrm: 1.00 | dt: 139ms | tok/sec: 943,908 | mfu: 4.5% | epoch: 1 | remaining: 1800s    
step 00006 (0.0%) | loss: 6.662923 | lrm: 1.00 | dt: 128ms | tok/sec: 1,020,978 | mfu: 4.9% | epoch: 1 | remaining: 1800s    
step 00007 (0.0%) | loss: 6.253945 | lrm: 1.00 | dt: 146ms | tok/sec: 896,449 | mfu: 4.3% | epoch: 1 | remaining: 1800s    
step 00008 (0.0%) | loss: 5.903913 | lrm: 1.00 | dt: 129ms | tok/sec: 1,019,444 | mfu: 4.9% | epoch: 1 | remaining: 1800s    
step 00009 (0.0%) | loss: 5.626305 | lrm: 1.00 | dt: 139ms | tok/sec: 943,965 | mfu: 4.5% | epoch: 1 | remaining: 1800s    
step 00010 (0.0%) | loss: 5.383462 | lrm: 1.00 | dt: 130ms | tok/sec: 1,007,875 | mfu: 4.8% | epoch: 1 | remaining: 1800s    
step 00011 (0.0%) | loss: 5.167075 | lrm: 1.00 | dt: 130ms | tok/sec: 1,005,078 | mfu: 4.8% | epoch: 1 | remaining: 1800s    
step 00012 (0.0%) | loss: 4.984229 | lrm: 1.00 | dt: 148ms | tok/sec: 888,280 | mfu: 4.2% | epoch: 1 | remaining: 1800s    
step 00013 (0.0%) | loss: 4.824755 | lrm: 1.00 | dt: 213ms | tok/sec: 614,955 | mfu: 2.9% | epoch: 1 | remaining: 1800s    
step 00014 (0.0%) | loss: 4.696129 | lrm: 1.00 | dt: 141ms | tok/sec: 929,310 | mfu: 4.4% | epoch: 1 | remaining: 1799s    
step 00015 (0.0%) | loss: 4.568965 | lrm: 1.00 | dt: 133ms | tok/sec: 986,817 | mfu: 4.7% | epoch: 1 | remaining: 1799s    
step 00016 (0.0%) | loss: 4.465527 | lrm: 1.00 | dt: 141ms | tok/sec: 927,358 | mfu: 4.4% | epoch: 1 | remaining: 1799s    
step 00017 (0.1%) | loss: 4.367842 | lrm: 1.00 | dt: 131ms | tok/sec: 1,000,769 | mfu: 4.8% | epoch: 1 | remaining: 1799s    
step 00018 (0.1%) | loss: 4.277283 | lrm: 1.00 | dt: 137ms | tok/sec: 957,881 | mfu: 4.6% | epoch: 1 | remaining: 1799s    
step 00019 (0.1%) | loss: 4.190777 | lrm: 1.00 | dt: 132ms | tok/sec: 994,239 | mfu: 4.7% | epoch: 1 | remaining: 1799s    
step 00020 (0.1%) | loss: 4.109440 | lrm: 1.00 | dt: 139ms | tok/sec: 940,037 | mfu: 4.5% | epoch: 1 | remaining: 1799s    
step 00021 (0.1%) | loss: 4.032928 | lrm: 1.00 | dt: 146ms | tok/sec: 896,256 | mfu: 4.3% | epoch: 1 | remaining: 1798s    
step 00022 (0.1%) | loss: 3.958841 | lrm: 1.00 | dt: 129ms | tok/sec: 1,014,852 | mfu: 4.8% | epoch: 1 | remaining: 1798s    
step 00023 (0.1%) | loss: 3.897447 | lrm: 1.00 | dt: 137ms | tok/sec: 954,949 | mfu: 4.6% | epoch: 1 | remaining: 1798s    
step 00024 (0.1%) | loss: 3.840964 | lrm: 1.00 | dt: 147ms | tok/sec: 893,126 | mfu: 4.3% | epoch: 1 | remaining: 1798s    
step 00025 (0.1%) | loss: 3.790505 | lrm: 1.00 | dt: 132ms | tok/sec: 992,136 | mfu: 4.7% | epoch: 1 | remaining: 1798s    
step 00026 (0.1%) | loss: 3.742680 | lrm: 1.00 | dt: 140ms | tok/sec: 938,813 | mfu: 4.5% | epoch: 1 | remaining: 1798s    
step 00027 (0.1%) | loss: 3.687648 | lrm: 1.00 | dt: 149ms | tok/sec: 876,968 | mfu: 4.2% | epoch: 1 | remaining: 1798s    
step 00028 (0.1%) | loss: 3.634672 | lrm: 1.00 | dt: 236ms | tok/sec: 555,709 | mfu: 2.7% | epoch: 1 | remaining: 1797s    
step 00029 (0.1%) | loss: 3.581241 | lrm: 1.00 | dt: 159ms | tok/sec: 823,585 | mfu: 3.9% | epoch: 1 | remaining: 1797s    
step 00030 (0.2%) | loss: 3.534529 | lrm: 1.00 | dt: 140ms | tok/sec: 933,137 | mfu: 4.4% | epoch: 1 | remaining: 1797s    
step 00031 (0.2%) | loss: 3.489576 | lrm: 1.00 | dt: 136ms | tok/sec: 965,218 | mfu: 4.6% | epoch: 1 | remaining: 1797s    
step 00032 (0.2%) | loss: 3.452207 | lrm: 1.00 | dt: 137ms | tok/sec: 955,806 | mfu: 4.6% | epoch: 1 | remaining: 1797s    
step 00033 (0.2%) | loss: 3.414445 | lrm: 1.00 | dt: 146ms | tok/sec: 895,731 | mfu: 4.3% | epoch: 1 | remaining: 1797s    
step 00034 (0.2%) | loss: 3.376457 | lrm: 1.00 | dt: 144ms | tok/sec: 912,609 | mfu: 4.4% | epoch: 1 | remaining: 1796s    
step 00035 (0.2%) | loss: 3.338368 | lrm: 1.00 | dt: 127ms | tok/sec: 1,028,092 | mfu: 4.9% | epoch: 1 | remaining: 1796s    
step 00036 (0.2%) | loss: 3.308676 | lrm: 1.00 | dt: 133ms | tok/sec: 982,536 | mfu: 4.7% | epoch: 1 | remaining: 1796s    
step 00037 (0.2%) | loss: 3.270844 | lrm: 1.00 | dt: 126ms | tok/sec: 1,041,734 | mfu: 5.0% | epoch: 1 | remaining: 1796s    
step 00038 (0.2%) | loss: 3.241709 | lrm: 1.00 | dt: 135ms | tok/sec: 974,222 | mfu: 4.6% | epoch: 1 | remaining: 1796s    
step 00039 (0.2%) | loss: 3.208901 | lrm: 1.00 | dt: 133ms | tok/sec: 987,872 | mfu: 4.7% | epoch: 1 | remaining: 1796s    
step 00040 (0.2%) | loss: 3.175346 | lrm: 1.00 | dt: 134ms | tok/sec: 978,714 | mfu: 4.7% | epoch: 1 | remaining: 1796s    
step 00041 (0.2%) | loss: 3.145977 | lrm: 1.00 | dt: 132ms | tok/sec: 996,338 | mfu: 4.8% | epoch: 1 | remaining: 1796s    
step 00042 (0.2%) | loss: 3.113361 | lrm: 1.00 | dt: 128ms | tok/sec: 1,020,959 | mfu: 4.9% | epoch: 1 | remaining: 1795s    
step 00043 (0.3%) | loss: 3.083944 | lrm: 1.00 | dt: 131ms | tok/sec: 1,003,286 | mfu: 4.8% | epoch: 1 | remaining: 1795s    
step 00044 (0.3%) | loss: 3.054829 | lrm: 1.00 | dt: 224ms | tok/sec: 584,351 | mfu: 2.8% | epoch: 1 | remaining: 1795s    
step 00045 (0.3%) | loss: 3.029407 | lrm: 1.00 | dt: 136ms | tok/sec: 963,604 | mfu: 4.6% | epoch: 1 | remaining: 1795s    
step 00046 (0.3%) | loss: 3.000224 | lrm: 1.00 | dt: 149ms | tok/sec: 882,093 | mfu: 4.2% | epoch: 1 | remaining: 1795s    
step 00047 (0.3%) | loss: 2.973226 | lrm: 1.00 | dt: 138ms | tok/sec: 947,500 | mfu: 4.5% | epoch: 1 | remaining: 1795s    
step 00048 (0.3%) | loss: 2.944395 | lrm: 1.00 | dt: 148ms | tok/sec: 883,313 | mfu: 4.2% | epoch: 1 | remaining: 1795s    
step 00049 (0.3%) | loss: 2.916595 | lrm: 1.00 | dt: 128ms | tok/sec: 1,020,136 | mfu: 4.9% | epoch: 1 | remaining: 1794s    
step 00050 (0.3%) | loss: 2.896691 | lrm: 1.00 | dt: 136ms | tok/sec: 965,668 | mfu: 4.6% | epoch: 1 | remaining: 1794s    2026-04-21 13:08:59,141 INFO: step 00050 (0.3%) | loss: 2.896691 | lrm: 1.00 | mfu: 4.6% | epoch: 1 | remaining: 1794s

