2026-04-21 13:07:38,703 INFO: TIME_BUDGET overridden to 1800s via TRAIN_TIME_BUDGET env var
2026-04-21 13:07:49,388 INFO: Vocab size: 8,192
2026-04-21 13:07:49,388 INFO: Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
2026-04-21 13:07:50,031 INFO: Parameter counts:
2026-04-21 13:07:50,031 INFO:   wte                     : 2,097,152
2026-04-21 13:07:50,035 INFO:   value_embeds            : 4,194,304
2026-04-21 13:07:50,035 INFO:   lm_head                 : 2,097,152
2026-04-21 13:07:50,035 INFO:   transformer_matrices    : 3,145,856
2026-04-21 13:07:50,036 INFO:   scalars                 : 8
2026-04-21 13:07:50,036 INFO:   total                   : 11,534,472
2026-04-21 13:07:50,036 INFO: Estimated FLOPs per token: 5.662387e+07
2026-04-21 13:07:50,036 INFO: Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
2026-04-21 13:07:52,362 INFO: Time budget: 1800s
2026-04-21 13:07:52,364 INFO: Gradient accumulation steps: 1
W0421 13:08:15.570000 147351 .venv/lib/python3.10/site-packages/torch/_inductor/utils.py:1613] [0/0] Not enough SMs to use max_autotune_gemm mode

step 00000 (0.0%) | loss: 9.010088 | lrm: 1.00 | dt: 42883ms | tok/sec: 3,056 | mfu: 0.0% | epoch: 1 | remaining: 1800s    2026-04-21 13:08:35,248 INFO: step 00000 (0.0%) | loss: 9.010088 | lrm: 1.00 | mfu: 0.0% | epoch: 1 | remaining: 1800s

step 00001 (0.0%) | loss: 8.767281 | lrm: 1.00 | dt: 233ms | tok/sec: 563,257 | mfu: 3.2% | epoch: 1 | remaining: 1800s    
step 00002 (0.0%) | loss: 8.176279 | lrm: 1.00 | dt: 234ms | tok/sec: 559,369 | mfu: 3.2% | epoch: 1 | remaining: 1800s    
step 00003 (0.0%) | loss: 7.507238 | lrm: 1.00 | dt: 232ms | tok/sec: 565,908 | mfu: 3.2% | epoch: 1 | remaining: 1800s    
step 00004 (0.0%) | loss: 6.903081 | lrm: 1.00 | dt: 237ms | tok/sec: 552,461 | mfu: 3.2% | epoch: 1 | remaining: 1800s    
step 00005 (0.0%) | loss: 6.377747 | lrm: 1.00 | dt: 242ms | tok/sec: 542,568 | mfu: 3.1% | epoch: 1 | remaining: 1800s    
step 00006 (0.0%) | loss: 5.947469 | lrm: 1.00 | dt: 236ms | tok/sec: 554,437 | mfu: 3.2% | epoch: 1 | remaining: 1800s    
step 00007 (0.0%) | loss: 5.615326 | lrm: 1.00 | dt: 236ms | tok/sec: 554,711 | mfu: 3.2% | epoch: 1 | remaining: 1800s    
step 00008 (0.0%) | loss: 5.337289 | lrm: 1.00 | dt: 235ms | tok/sec: 556,700 | mfu: 3.2% | epoch: 1 | remaining: 1800s    
step 00009 (0.0%) | loss: 5.118261 | lrm: 1.00 | dt: 238ms | tok/sec: 551,070 | mfu: 3.2% | epoch: 1 | remaining: 1800s    
step 00010 (0.0%) | loss: 4.926651 | lrm: 1.00 | dt: 239ms | tok/sec: 548,387 | mfu: 3.1% | epoch: 1 | remaining: 1800s    
step 00011 (0.0%) | loss: 4.757002 | lrm: 1.00 | dt: 239ms | tok/sec: 548,257 | mfu: 3.1% | epoch: 1 | remaining: 1800s    
step 00012 (0.0%) | loss: 4.613389 | lrm: 1.00 | dt: 237ms | tok/sec: 553,693 | mfu: 3.2% | epoch: 1 | remaining: 1800s    
step 00013 (0.0%) | loss: 4.488037 | lrm: 1.00 | dt: 242ms | tok/sec: 541,146 | mfu: 3.1% | epoch: 1 | remaining: 1799s    
step 00014 (0.0%) | loss: 4.389098 | lrm: 1.00 | dt: 238ms | tok/sec: 550,558 | mfu: 3.2% | epoch: 1 | remaining: 1799s    
step 00015 (0.1%) | loss: 4.286586 | lrm: 1.00 | dt: 242ms | tok/sec: 540,606 | mfu: 3.1% | epoch: 1 | remaining: 1799s    
step 00016 (0.1%) | loss: 4.201901 | lrm: 1.00 | dt: 237ms | tok/sec: 552,766 | mfu: 3.2% | epoch: 1 | remaining: 1799s    
step 00017 (0.1%) | loss: 4.122087 | lrm: 1.00 | dt: 243ms | tok/sec: 538,888 | mfu: 3.1% | epoch: 1 | remaining: 1798s    
step 00018 (0.1%) | loss: 4.047862 | lrm: 1.00 | dt: 240ms | tok/sec: 546,863 | mfu: 3.1% | epoch: 1 | remaining: 1798s    
step 00019 (0.1%) | loss: 3.976181 | lrm: 1.00 | dt: 242ms | tok/sec: 542,429 | mfu: 3.1% | epoch: 1 | remaining: 1798s    
step 00020 (0.1%) | loss: 3.909323 | lrm: 1.00 | dt: 236ms | tok/sec: 554,794 | mfu: 3.2% | epoch: 1 | remaining: 1798s    
step 00021 (0.1%) | loss: 3.846111 | lrm: 1.00 | dt: 243ms | tok/sec: 540,087 | mfu: 3.1% | epoch: 1 | remaining: 1797s    
step 00022 (0.1%) | loss: 3.783573 | lrm: 1.00 | dt: 238ms | tok/sec: 551,613 | mfu: 3.2% | epoch: 1 | remaining: 1797s    
step 00023 (0.2%) | loss: 3.732400 | lrm: 1.00 | dt: 241ms | tok/sec: 543,642 | mfu: 3.1% | epoch: 1 | remaining: 1797s    
step 00024 (0.2%) | loss: 3.685545 | lrm: 1.00 | dt: 239ms | tok/sec: 548,030 | mfu: 3.1% | epoch: 1 | remaining: 1797s    
step 00025 (0.2%) | loss: 3.643929 | lrm: 1.00 | dt: 241ms | tok/sec: 543,890 | mfu: 3.1% | epoch: 1 | remaining: 1796s    
step 00026 (0.2%) | loss: 3.603588 | lrm: 1.00 | dt: 240ms | tok/sec: 547,175 | mfu: 3.1% | epoch: 1 | remaining: 1796s    
step 00027 (0.2%) | loss: 3.554576 | lrm: 1.00 | dt: 243ms | tok/sec: 539,394 | mfu: 3.1% | epoch: 1 | remaining: 1796s    
step 00028 (0.2%) | loss: 3.507533 | lrm: 1.00 | dt: 239ms | tok/sec: 548,905 | mfu: 3.1% | epoch: 1 | remaining: 1796s    
step 00029 (0.2%) | loss: 3.459146 | lrm: 1.00 | dt: 237ms | tok/sec: 552,095 | mfu: 3.2% | epoch: 1 | remaining: 1795s    
step 00030 (0.3%) | loss: 3.416710 | lrm: 1.00 | dt: 241ms | tok/sec: 543,352 | mfu: 3.1% | epoch: 1 | remaining: 1795s    
step 00031 (0.3%) | loss: 3.374669 | lrm: 1.00 | dt: 239ms | tok/sec: 549,105 | mfu: 3.1% | epoch: 1 | remaining: 1795s    
step 00032 (0.3%) | loss: 3.340011 | lrm: 1.00 | dt: 241ms | tok/sec: 544,940 | mfu: 3.1% | epoch: 1 | remaining: 1795s    
step 00033 (0.3%) | loss: 3.305993 | lrm: 1.00 | dt: 240ms | tok/sec: 546,636 | mfu: 3.1% | epoch: 1 | remaining: 1794s    
step 00034 (0.3%) | loss: 3.271060 | lrm: 1.00 | dt: 240ms | tok/sec: 546,213 | mfu: 3.1% | epoch: 1 | remaining: 1794s    
step 00035 (0.3%) | loss: 3.235032 | lrm: 1.00 | dt: 239ms | tok/sec: 548,723 | mfu: 3.1% | epoch: 1 | remaining: 1794s    
step 00036 (0.3%) | loss: 3.207991 | lrm: 1.00 | dt: 241ms | tok/sec: 543,893 | mfu: 3.1% | epoch: 1 | remaining: 1794s    
step 00037 (0.3%) | loss: 3.171912 | lrm: 1.00 | dt: 241ms | tok/sec: 543,722 | mfu: 3.1% | epoch: 1 | remaining: 1794s    
step 00038 (0.4%) | loss: 3.145059 | lrm: 1.00 | dt: 238ms | tok/sec: 550,863 | mfu: 3.2% | epoch: 1 | remaining: 1793s    
step 00039 (0.4%) | loss: 3.114753 | lrm: 1.00 | dt: 240ms | tok/sec: 546,952 | mfu: 3.1% | epoch: 1 | remaining: 1793s    
step 00040 (0.4%) | loss: 3.082657 | lrm: 1.00 | dt: 240ms | tok/sec: 545,709 | mfu: 3.1% | epoch: 1 | remaining: 1793s    
step 00041 (0.4%) | loss: 3.054583 | lrm: 1.00 | dt: 242ms | tok/sec: 540,929 | mfu: 3.1% | epoch: 1 | remaining: 1793s    
step 00042 (0.4%) | loss: 3.023291 | lrm: 1.00 | dt: 240ms | tok/sec: 546,749 | mfu: 3.1% | epoch: 1 | remaining: 1792s    
step 00043 (0.4%) | loss: 2.995396 | lrm: 1.00 | dt: 239ms | tok/sec: 549,074 | mfu: 3.1% | epoch: 1 | remaining: 1792s    
step 00044 (0.4%) | loss: 2.967274 | lrm: 1.00 | dt: 239ms | tok/sec: 547,774 | mfu: 3.1% | epoch: 1 | remaining: 1792s    
step 00045 (0.5%) | loss: 2.942930 | lrm: 1.00 | dt: 241ms | tok/sec: 544,061 | mfu: 3.1% | epoch: 1 | remaining: 1792s    
step 00046 (0.5%) | loss: 2.914742 | lrm: 1.00 | dt: 241ms | tok/sec: 543,725 | mfu: 3.1% | epoch: 1 | remaining: 1791s    
step 00047 (0.5%) | loss: 2.889656 | lrm: 1.00 | dt: 237ms | tok/sec: 553,497 | mfu: 3.2% | epoch: 1 | remaining: 1791s    
step 00048 (0.5%) | loss: 2.862271 | lrm: 1.00 | dt: 239ms | tok/sec: 547,775 | mfu: 3.1% | epoch: 1 | remaining: 1791s    
step 00049 (0.5%) | loss: 2.834742 | lrm: 1.00 | dt: 242ms | tok/sec: 540,597 | mfu: 3.1% | epoch: 1 | remaining: 1791s    
step 00050 (0.5%) | loss: 2.815774 | lrm: 1.00 | dt: 241ms | tok/sec: 544,934 | mfu: 3.1% | epoch: 1 | remaining: 1790s    2026-04-21 13:08:47,449 INFO: step 00050 (0.5%) | loss: 2.815774 | lrm: 1.00 | mfu: 3.1% | epoch: 1 | remaining: 1790s

step 00051 (0.5%) | loss: 2.783057 | lrm: 1.00 | dt: 240ms | tok/sec: 546,357 | mfu: 3.1% | epoch: 1 | remaining: 1790s    
step 00052 (0.5%) | loss: 2.768633 | lrm: 1.00 | dt: 239ms | tok/sec: 548,631 | mfu: 3.1% | epoch: 1 | remaining: 1790s    
step 00053 (0.6%) | loss: 2.748498 | lrm: 1.00 | dt: 241ms | tok/sec: 543,886 | mfu: 3.1% | epoch: 1 | remaining: 1790s    
step 00054 (0.6%) | loss: 2.725418 | lrm: 1.00 | dt: 243ms | tok/sec: 539,511 | mfu: 3.1% | epoch: 1 | remaining: 1789s    
step 00055 (0.6%) | loss: 2.704433 | lrm: 1.00 | dt: 234ms | tok/sec: 560,457 | mfu: 3.2% | epoch: 1 | remaining: 1789s    
step 00056 (0.6%) | loss: 2.683734 | lrm: 1.00 | dt: 239ms | tok/sec: 549,010 | mfu: 3.1% | epoch: 1 | remaining: 1789s    
step 00057 (0.6%) | loss: 2.664325 | lrm: 1.00 | dt: 241ms | tok/sec: 543,504 | mfu: 3.1% | epoch: 1 | remaining: 1789s    
step 00058 (0.6%) | loss: 2.652950 | lrm: 1.00 | dt: 240ms | tok/sec: 545,496 | mfu: 3.1% | epoch: 1 | remaining: 1788s    
step 00059 (0.6%) | loss: 2.641066 | lrm: 1.00 | dt: 241ms | tok/sec: 544,489 | mfu: 3.1% | epoch: 1 | remaining: 1788s    
step 00060 (0.7%) | loss: 2.623817 | lrm: 1.00 | dt: 239ms | tok/sec: 548,720 | mfu: 3.1% | epoch: 1 | remaining: 1788s    
step 00061 (0.7%) | loss: 2.606414 | lrm: 1.00 | dt: 241ms | tok/sec: 544,816 | mfu: 3.1% | epoch: 1 | remaining: 1788s    
step 00062 (0.7%) | loss: 2.590448 | lrm: 1.00 | dt: 239ms | tok/sec: 547,831 | mfu: 3.1% | epoch: 1 | remaining: 1788s    
